augmentation,checkpoint,checkpoint_path,dataset,decode,del_rate,delta_vs_normal_decode,delta_vs_old_seed,epoch,ins_rate,lr,n_repeats,normal_decode_wer,relative_delta_vs_normal_decode,relative_delta_vs_old_seed,repeat_ids,setting,split,sub_rate,training_mode,wer,wer_std,words
freq9_width44_time0,old_seed,/store/store5/data/acp21rjf_checkpoints/lcasr/enc_dec_no_anorm_V2_lr_2e3_ctcw_0_05/step_210720.pt,rev16,beam5_lp0p5,0.06308946908845803,-0.0015574494594884358,0.0,1,0.030117498072337143,1em7,1,0.17663008788100065,-0.008817577334489703,0.0,['1/1'],rev16-test-old_seed-teacher_ce-beam5_lp0p5-epoch-1-lr-1em7-freq9_width44_time0,test,0.08186567126071705,teacher_ce,0.17507263842151222,0.0,195833.0
freq1_width12_time0,old_seed,/store/store5/data/acp21rjf_checkpoints/lcasr/enc_dec_no_anorm_V2_lr_2e3_ctcw_0_05/step_210720.pt,rev16,beam5_lp0p5,0.06961033125162766,0.0075983108056354165,0.0,1,0.03375835533337078,1em8,1,0.17663008788100065,0.04301821335646142,0.0,['1/1'],rev16-test-old_seed-teacher_ce-beam5_lp0p5-epoch-1-lr-1em8-freq1_width12_time0,test,0.08085971210163762,teacher_ce,0.18422839868663607,0.0,195833.0
freq3_width24_time0,old_seed,/store/store5/data/acp21rjf_checkpoints/lcasr/enc_dec_no_anorm_V2_lr_2e3_ctcw_0_05/step_210720.pt,rev16,beam5_lp0p5,0.14202407153033453,0.060812018403435586,0.0,1,0.023147273442167562,1em8,1,0.17663008788100065,0.3442902572997977,0.0,['1/1'],rev16-test-old_seed-teacher_ce-beam5_lp0p5-epoch-1-lr-1em8-freq3_width24_time0,test,0.07227076131193415,teacher_ce,0.23744210628443624,0.0,195833.0
freq9_width44_time0,old_seed,/store/store5/data/acp21rjf_checkpoints/lcasr/enc_dec_no_anorm_V2_lr_2e3_ctcw_0_05/step_210720.pt,rev16,beam5_lp0p5,0.14358152098982296,0.06343159733037843,0.0,1,0.022330250774894936,1em8,1,0.17663008788100065,0.3591211332755131,0.0,['1/1'],rev16-test-old_seed-teacher_ce-beam5_lp0p5-epoch-1-lr-1em8-freq9_width44_time0,test,0.07414991344666119,teacher_ce,0.24006168521137908,0.0,195833.0
freq9_width44_time0_basic_repeat_filter,old_seed,/store/store5/data/acp21rjf_checkpoints/lcasr/enc_dec_no_anorm_V2_lr_2e3_ctcw_0_05/step_210720.pt,rev16,beam5_lp0p5,0.14502152344089098,0.06029627284471972,0.0,1,0.01925109659761123,1em8,1,0.17663008788100065,0.34137033824804847,0.0,['1/1'],rev16-test-old_seed-teacher_ce-beam5_lp0p5-epoch-1-lr-1em8-freq9_width44_time0_basic_repeat_filter,test,0.0726537406872182,teacher_ce,0.23692636072572038,0.0,195833.0
no_aug,old_seed,/store/store5/data/acp21rjf_checkpoints/lcasr/enc_dec_no_anorm_V2_lr_2e3_ctcw_0_05/step_210720.pt,rev16,beam5_lp0p5,0.16927177748387656,0.0807729034432399,0.0,1,0.0186230104221454,1em8,1,0.17663008788100065,0.4572997976293726,0.0,['1/1'],rev16-test-old_seed-teacher_ce-beam5_lp0p5-epoch-1-lr-1em8-no_aug,test,0.06950820341821859,teacher_ce,0.25740299132424055,0.0,195833.0
freq1_width12_time0,old_seed,/store/store5/data/acp21rjf_checkpoints/lcasr/enc_dec_no_anorm_V2_lr_2e3_ctcw_0_05/step_210720.pt,rev16,beam5_lp0p5,0.14489386364912962,0.06520351524002593,0.0,1,0.023530252817451604,3em8,1,0.17663008788100065,0.3691529343740965,0.0,['1/1'],rev16-test-old_seed-teacher_ce-beam5_lp0p5-epoch-1-lr-3em8-freq1_width12_time0,test,0.07340948665444537,teacher_ce,0.24183360312102659,0.0,195833.0
freq3_width24_time0,old_seed,/store/store5/data/acp21rjf_checkpoints/lcasr/enc_dec_no_anorm_V2_lr_2e3_ctcw_0_05/step_210720.pt,rev16,beam5_lp0p5,0.06193031817926498,0.0025225574852042187,0.0,1,0.03635750869363182,3em8,1,0.17663008788100065,0.014281584272911181,0.0,['1/1'],rev16-test-old_seed-teacher_ce-beam5_lp0p5-epoch-1-lr-3em8-freq3_width24_time0,test,0.08086481849330808,teacher_ce,0.17915264536620487,0.0,195833.0
freq9_width44_time0,old_seed,/store/store5/data/acp21rjf_checkpoints/lcasr/enc_dec_no_anorm_V2_lr_2e3_ctcw_0_05/step_210720.pt,rev16,beam5_lp0p5,0.062257127246174035,-0.0021702164599429197,0.0,1,0.029867284880484905,3em8,1,0.17663008788100065,-0.012286788089043127,0.0,['1/1'],rev16-test-old_seed-teacher_ce-beam5_lp0p5-epoch-1-lr-3em8-freq9_width44_time0,test,0.0823354592943988,teacher_ce,0.17445987142105773,0.0,195833.0
freq9_width44_time0_basic_repeat_filter,old_seed,/store/store5/data/acp21rjf_checkpoints/lcasr/enc_dec_no_anorm_V2_lr_2e3_ctcw_0_05/step_210720.pt,rev16,beam5_lp0p5,0.06302308599674213,-0.0013940449260339272,0.0,1,0.029760050655405372,3em8,1,0.17663008788100065,-0.007892454466608906,0.0,['1/1'],rev16-test-old_seed-teacher_ce-beam5_lp0p5-epoch-1-lr-3em8-freq9_width44_time0_basic_repeat_filter,test,0.08245290630281923,teacher_ce,0.17523604295496673,0.0,195833.0
